"TOA5","FOREST","CR200X","No_SN","CR200X.Std.02","15_min_test.CR2","20201","Table1"
"TIMESTAMP","RECORD","BattV","Turb_BS","Turb_SS","Temp_C","WD_OBS"
"TS","RN","Volts","FBU","FNU","Deg C","unitless"
"","","Smp","Smp","Smp","Smp","Smp"
"2016-02-05 20:00:00",421,12.87028,1.135285,1.926087,26.66453,0
"2016-02-05 20:15:00",422,12.86944,1.116149,0.5001813,26.65957,0
"2016-02-05 20:30:00",423,12.85936,1.043656,0.5243165,26.65308,0
"2016-02-05 20:45:00",424,12.86776,0.971445,0.6376998,26.64492,0
"2016-02-05 21:00:00",425,12.8644,1.010244,0.4391189,26.63685,0
"2016-02-05 21:15:00",426,12.86104,1.119922,0.4365594,26.62971,0
"2016-02-05 21:30:00",427,12.85852,1.032069,0.511883,26.62614,0
"2016-02-05 21:45:00",428,12.8602,1.076533,0.3755074,26.62101,0
"2016-02-05 22:00:00",429,12.85769,0.9719838,0.4318067,26.61514,0
"2016-02-05 22:15:00",430,12.84174,1.113993,0.6098995,26.60972,0
"2016-02-05 22:30:00",431,12.85265,0.9975801,0.3082519,26.60623,0
"2016-02-05 22:45:00",432,12.85181,0.9261836,0.3787974,26.60464,0
"2016-02-05 23:00:00",433,12.84677,1.0318,0.2994803,26.60095,0
"2016-02-05 23:15:00",434,12.84174,1.118575,0.5583279,26.59778,0
"2016-02-05 23:30:00",435,12.84341,0.9127139,0.3802595,26.59474,0
"2016-02-05 23:45:00",436,12.83838,1.053357,0.3082519,26.59173,0
"2016-02-06 00:00:00",437,12.84006,0.9547411,0.2866888,26.58685,0
"2016-02-06 00:15:00",438,12.83502,1.097553,0.3279886,26.58133,0
"2016-02-06 00:30:00",439,12.83586,1.106447,0.5122488,26.57826,0
"2016-02-06 00:45:00",440,12.83838,0.9838388,0.3290851,26.5763,0
"2016-02-06 01:00:00",441,12.83418,0.9833,0.2446626,26.57315,0
"2016-02-06 01:15:00",442,12.82495,0.9644401,0.3740451,26.56835,0
"2016-02-06 01:30:00",443,12.83166,0.907865,0.5978289,26.56256,0
"2016-02-06 01:45:00",444,12.8325,0.9986579,0.4705629,26.55626,0
"2016-02-06 02:00:00",445,12.82663,0.9652483,0.3429747,26.54916,0
"2016-02-06 02:15:00",446,12.82243,1.021291,0.2892471,26.54164,0
"2016-02-06 02:30:00",447,12.82663,0.9102895,0.6014866,26.53454,0
"2016-02-06 02:45:00",448,12.82495,0.8938568,0.3806251,26.52545,0
"2016-02-06 03:00:00",449,12.81823,0.8332503,0.2402776,26.51657,0
"2016-02-06 03:15:00",450,12.8283,0.9668648,0.4522811,26.50957,0
"2016-02-06 03:30:00",451,12.82243,0.8954732,0.2918053,26.50255,0
"2016-02-06 03:45:00",452,12.82747,0.9388457,0.2918053,26.49752,0
"2016-02-06 04:00:00",453,12.81907,0.9469279,0.3586923,26.49268,0
"2016-02-06 04:15:00",454,12.82495,1.029644,0.3089828,26.48503,0
"2016-02-06 04:30:00",455,12.81991,0.8071245,0.5305335,26.47801,0
"2016-02-06 04:45:00",456,12.82243,0.989497,0.4435061,26.469,0
"2016-02-06 05:00:00",457,12.82075,1.198896,1.412181,26.4643,0
"2016-02-06 05:15:00",458,12.82495,1.004585,0.597463,26.45885,0
"2016-02-06 05:30:00",459,12.81907,0.9498915,0.3893986,26.45196,0
"2016-02-06 05:45:00",460,12.81991,0.921604,0.3989034,26.44652,0
"2016-02-06 06:00:00",461,12.81739,0.9838388,0.7899067,26.44204,0
"2016-02-06 06:15:00",462,12.81823,0.9350739,0.4877486,26.43753,0
"2016-02-06 06:30:00",463,12.8132,1.160081,1.115383,26.43206,0
"2016-02-06 06:45:00",464,12.82327,1.043118,0.6380657,26.42823,0
"2016-02-06 07:00:00",465,12.81655,1.059825,0.7869792,26.42524,0
